"State","District","Date","Year","Month","Avg_smlvl_at15cm","Agency_name"
"Bihar","Darbhanga","2022-09-12","2022","09","20.9844491958","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-13","2022","09","20.5294642009","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-15","2022","09","21.5550000832","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-14","2022","09","20.2409951306","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-16","2022","09","23.5426818257","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-18","2022","09","25.2722485516","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-19","2022","09","23.718389942","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-17","2022","09","26.4269677474","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-20","2022","09","23.63532159","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-21","2022","09","21.9197336367","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-22","2022","09","20.3975209602","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-23","2022","09","19.5963755843","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-24","2022","09","18.6918983276","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-25","2022","09","23.1086623048","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-26","2022","09","21.3376650803","NRSC VIC MODEL"
"Bihar","Darbhanga","2022-09-27","2022","09","21.51133053","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-01","2022","09","31.5635334078","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-02","2022","09","30.512071894","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-03","2022","09","30.6259558256","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-04","2022","09","31.4994097324","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-05","2022","09","29.828416847","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-06","2022","09","28.7918538679","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-08","2022","09","29.1474284654","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-07","2022","09","30.2550358179","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-09","2022","09","29.3651376035","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-10","2022","09","28.7621912003","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-11","2022","09","27.6740371836","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-12","2022","09","27.5520285711","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-13","2022","09","28.6408473909","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-15","2022","09","30.3139874858","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-14","2022","09","31.8994536031","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-16","2022","09","30.3333094514","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-18","2022","09","31.3800276148","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-19","2022","09","29.7180970239","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-17","2022","09","31.1059073179","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-20","2022","09","30.4769790985","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-21","2022","09","31.0011799219","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-22","2022","09","29.4513254447","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-23","2022","09","28.1889190093","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-24","2022","09","27.1798018532","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-25","2022","09","26.7995877085","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-26","2022","09","26.1708272269","NRSC VIC MODEL"
"Bihar","Gaya","2022-09-27","2022","09","26.9298638166","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-01","2022","09","25.8270439322","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-02","2022","09","26.3087912633","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-03","2022","09","26.0875686243","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-04","2022","09","27.750063763","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-05","2022","09","27.8855806823","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-06","2022","09","26.0846863283","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-08","2022","09","23.3586364437","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-07","2022","09","24.3269734398","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-09","2022","09","23.9843126308","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-10","2022","09","23.6842714208","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-11","2022","09","23.0034805309","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-12","2022","09","22.9601318982","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-13","2022","09","24.4384302952","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-15","2022","09","27.8046587985","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-14","2022","09","25.6225623413","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-16","2022","09","29.1285080223","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-18","2022","09","29.3498283789","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-19","2022","09","27.7393404177","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-17","2022","09","29.5256073085","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-20","2022","09","26.6127609825","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-21","2022","09","25.2549877949","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-22","2022","09","23.4521767148","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-23","2022","09","21.5462751524","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-24","2022","09","21.9284871868","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-25","2022","09","23.8440832989","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-26","2022","09","22.5615331281","NRSC VIC MODEL"
"Bihar","Gopalganj","2022-09-27","2022","09","22.3061200896","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-01","2022","09","24.6089835438","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-02","2022","09","24.1827253313","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-03","2022","09","26.536608666","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-04","2022","09","25.6964498174","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-05","2022","09","24.4646787083","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-06","2022","09","26.1744649019","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-08","2022","09","24.7610017514","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-07","2022","09","25.3136917442","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-09","2022","09","25.1288327386","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-10","2022","09","25.5141207971","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-11","2022","09","24.9396304843","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-12","2022","09","27.4234137845","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-13","2022","09","27.3366336151","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-15","2022","09","27.9829100782","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-14","2022","09","28.2202108981","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-16","2022","09","28.8453259708","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-18","2022","09","27.9645023832","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-19","2022","09","26.5542165426","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-17","2022","09","27.1974609827","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-20","2022","09","28.4881001925","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-21","2022","09","27.87744836","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-22","2022","09","26.8477761742","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-23","2022","09","25.6098374895","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-24","2022","09","24.4872126302","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-25","2022","09","27.6115545423","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-26","2022","09","26.1890602618","NRSC VIC MODEL"
"Bihar","Jamui","2022-09-27","2022","09","26.7061578935","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-01","2022","09","25.3514446628","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-02","2022","09","24.6757001172","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-03","2022","09","25.4793126592","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-04","2022","09","24.8386598985","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-05","2022","09","23.8941343189","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-06","2022","09","23.2362989056","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-08","2022","09","24.6847909561","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-07","2022","09","26.0882398421","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-09","2022","09","24.7446843979","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-10","2022","09","23.7514070816","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-11","2022","09","24.8874825729","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-12","2022","09","24.2325645434","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-13","2022","09","24.2139613643","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-15","2022","09","26.3535459163","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-14","2022","09","27.4205233415","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-16","2022","09","26.885587644","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-18","2022","09","28.8464230721","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-19","2022","09","27.2635128009","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-17","2022","09","28.6640750172","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-20","2022","09","27.6812738144","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-21","2022","09","28.3583060687","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-22","2022","09","26.7884118872","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-23","2022","09","25.4234782756","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-24","2022","09","24.3524219747","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-25","2022","09","23.663651599","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-26","2022","09","23.1395792916","NRSC VIC MODEL"
"Bihar","Jehanabad","2022-09-27","2022","09","24.1241885951","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-01","2022","09","27.9512069076","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-02","2022","09","28.6760009378","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-03","2022","09","27.9997526846","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-04","2022","09","27.6969292454","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-05","2022","09","29.0405259692","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-06","2022","09","27.9988452366","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-08","2022","09","28.0052231167","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-07","2022","09","30.2849426719","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-09","2022","09","26.7979100277","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-10","2022","09","28.0682335075","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-11","2022","09","26.8281915835","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-12","2022","09","26.7657366343","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-13","2022","09","29.6038251601","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-15","2022","09","28.7919429132","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-14","2022","09","29.6463594241","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-16","2022","09","31.0561602541","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-18","2022","09","29.8975913133","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-19","2022","09","28.2994945036","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-17","2022","09","30.0177963363","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-20","2022","09","30.6239502554","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-21","2022","09","31.526773733","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-22","2022","09","31.7565096836","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-23","2022","09","30.3450775904","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-24","2022","09","29.6186529621","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-25","2022","09","28.1350450085","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-26","2022","09","27.1630016599","NRSC VIC MODEL"
"Bihar","Kaimur (Bhabua)","2022-09-27","2022","09","26.8633191541","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-01","2022","09","27.7618708095","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-02","2022","09","26.4474875853","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-03","2022","09","24.9003312319","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-04","2022","09","23.8370733011","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-05","2022","09","24.5403733944","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-06","2022","09","24.8747300647","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-08","2022","09","21.9254912839","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-07","2022","09","23.464525415","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-09","2022","09","23.0500167616","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-10","2022","09","21.5040949311","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-11","2022","09","24.2949216613","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-12","2022","09","23.9814753306","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-13","2022","09","25.3694006726","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-15","2022","09","28.6141622458","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-14","2022","09","25.414179459","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-16","2022","09","29.7846016525","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-18","2022","09","28.7309188641","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-19","2022","09","27.1908661995","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-17","2022","09","29.1342671128","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-20","2022","09","26.1596119322","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-21","2022","09","24.3213978148","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-22","2022","09","22.562966601","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-23","2022","09","20.9791226849","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-24","2022","09","19.7941132714","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-25","2022","09","25.1327140225","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-26","2022","09","24.3199515037","NRSC VIC MODEL"
"Bihar","Katihar","2022-09-27","2022","09","23.2813420227","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-01","2022","09","21.2629145432","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-02","2022","09","19.941008203","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-03","2022","09","23.9284233928","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-04","2022","09","21.9683420619","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-05","2022","09","21.1503849221","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-06","2022","09","21.3385203597","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-08","2022","09","20.48735315","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-07","2022","09","21.3189305586","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-09","2022","09","19.76436906","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-10","2022","09","18.4954029036","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-11","2022","09","17.7855021398","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-12","2022","09","18.5995574123","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-13","2022","09","18.6885465852","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-15","2022","09","19.6432631863","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-14","2022","09","19.3022922511","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-16","2022","09","25.5170472996","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-18","2022","09","22.0910851161","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-19","2022","09","20.4862160839","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-17","2022","09","23.6727241468","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-20","2022","09","20.2074758318","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-21","2022","09","19.0965733279","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-22","2022","09","18.0676429776","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-23","2022","09","17.2147788483","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-24","2022","09","16.5118633671","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-25","2022","09","24.0622418393","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-26","2022","09","21.5646072091","NRSC VIC MODEL"
"Bihar","Khagaria","2022-09-27","2022","09","22.3772888","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-01","2022","09","28.5467818072","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-02","2022","09","27.793741145","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-03","2022","09","29.0924439613","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-04","2022","09","28.5011301987","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-05","2022","09","29.05204513","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-06","2022","09","29.8757702965","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-08","2022","09","26.3418077188","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-07","2022","09","28.2584030357","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-09","2022","09","24.7969525091","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-10","2022","09","23.0839435881","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-11","2022","09","21.4521082047","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-12","2022","09","20.8508083931","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-13","2022","09","23.6999223282","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-15","2022","09","27.1165085884","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-14","2022","09","25.2123133325","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-16","2022","09","25.9244426169","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-18","2022","09","28.5961022803","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-19","2022","09","27.1334616442","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-17","2022","09","28.5243254148","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-20","2022","09","27.2761850202","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-21","2022","09","25.6586433885","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-22","2022","09","25.1533864518","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-23","2022","09","26.7354082774","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-24","2022","09","25.4260557483","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-25","2022","09","29.0022966382","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-26","2022","09","28.4284740244","NRSC VIC MODEL"
"Bihar","Kishanganj","2022-09-27","2022","09","27.6442790095","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-01","2022","09","23.1910031952","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-02","2022","09","22.5032615729","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-03","2022","09","23.3762717563","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-04","2022","09","22.9561254037","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-05","2022","09","22.5962960473","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-06","2022","09","22.327605893","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-08","2022","09","23.0424889109","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-07","2022","09","23.4308629288","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-09","2022","09","26.5222360351","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-10","2022","09","24.9183911422","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-11","2022","09","23.9846454793","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-12","2022","09","23.6072687162","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-13","2022","09","23.4033209101","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-15","2022","09","24.5134795502","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-14","2022","09","23.3626602946","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-16","2022","09","24.7607602078","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-18","2022","09","26.1835916566","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-19","2022","09","24.2423675953","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-17","2022","09","24.0105488208","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-20","2022","09","26.022054468","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-21","2022","09","24.6231244477","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-22","2022","09","24.7898124894","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-23","2022","09","23.6117862536","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-24","2022","09","22.7546081392","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-25","2022","09","25.8493065394","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-26","2022","09","23.7188937942","NRSC VIC MODEL"
"Bihar","Lakhisarai","2022-09-27","2022","09","23.0713001331","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-01","2022","09","21.2136551483","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-02","2022","09","21.4039403667","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-03","2022","09","25.342945259","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-04","2022","09","27.0325440102","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-05","2022","09","26.7725801257","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-06","2022","09","25.9679866646","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-08","2022","09","23.0701939985","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-07","2022","09","24.6723878876","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-09","2022","09","21.6820587412","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-10","2022","09","19.9710822735","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-11","2022","09","20.0948628788","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-12","2022","09","19.5520421075","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-13","2022","09","21.3087942143","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-15","2022","09","21.3896772467","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-14","2022","09","21.8960676788","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-16","2022","09","23.8123096045","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-18","2022","09","24.3993851928","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-19","2022","09","22.5647372708","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-17","2022","09","25.2399117719","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-20","2022","09","24.82883146","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-21","2022","09","23.3659246059","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-22","2022","09","21.5849648331","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-23","2022","09","20.1827118914","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-24","2022","09","20.4313961015","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-25","2022","09","24.6753814757","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-26","2022","09","23.2235596359","NRSC VIC MODEL"
"Bihar","Madhepura","2022-09-27","2022","09","24.8693616135","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-01","2022","09","29.3532347109","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-02","2022","09","28.1259765857","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-03","2022","09","29.0959712784","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-04","2022","09","30.7713210332","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-05","2022","09","31.020290938","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-06","2022","09","30.6123960715","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-08","2022","09","26.350077838","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-07","2022","09","28.5964474748","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-09","2022","09","27.8801774801","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-10","2022","09","26.6247351562","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-11","2022","09","24.4662636165","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-12","2022","09","22.8124635836","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-13","2022","09","22.6334448091","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-15","2022","09","21.6232766264","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-14","2022","09","22.5578462544","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-16","2022","09","21.3971099565","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-18","2022","09","27.5687815987","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-19","2022","09","25.6829552","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-17","2022","09","28.5344415727","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-20","2022","09","25.1508900033","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-21","2022","09","23.3471846272","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-22","2022","09","21.7397446294","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-23","2022","09","21.8587188633","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-24","2022","09","20.6112719904","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-25","2022","09","23.4926428912","NRSC VIC MODEL"
"Bihar","Madhubani","2022-09-26","2022","09","22.2122254655","NRSC VIC MODEL"
