"State","District","Date","Year","Month","Avg_smlvl_at15cm","Agency_name"
"Meghalaya","South West Khasi Hills","2022-09-10","2022","09","21.0796949614","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-11","2022","09","25.6893870301","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-12","2022","09","25.6373414218","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-13","2022","09","25.8596415015","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-15","2022","09","27.0713571884","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-14","2022","09","26.8729024104","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-16","2022","09","27.0357448882","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-18","2022","09","23.3137925138","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-19","2022","09","23.6476559292","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-17","2022","09","25.2869778276","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-20","2022","09","25.0948549601","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-21","2022","09","24.8787859228","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-22","2022","09","24.1601722861","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-23","2022","09","24.2218407052","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-24","2022","09","23.2493952635","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-25","2022","09","22.2333711252","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-26","2022","09","22.090909843","NRSC VIC MODEL"
"Meghalaya","South West Khasi Hills","2022-09-27","2022","09","22.2017228511","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-01","2022","09","26.8471867885","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-02","2022","09","26.7272937793","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-03","2022","09","26.0664082838","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-04","2022","09","30.4098713494","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-05","2022","09","28.5669826944","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-06","2022","09","27.8725433788","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-08","2022","09","26.8078060064","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-07","2022","09","27.6375340258","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-09","2022","09","26.2987635078","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-10","2022","09","25.7203374174","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-11","2022","09","25.7710081888","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-12","2022","09","25.3689268581","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-13","2022","09","25.4204583874","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-15","2022","09","26.9220672828","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-14","2022","09","26.6325235625","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-16","2022","09","26.4878450968","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-18","2022","09","25.5573875915","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-19","2022","09","27.2018378442","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-17","2022","09","26.0810950345","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-20","2022","09","26.3295089523","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-21","2022","09","25.6663746707","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-22","2022","09","25.3138933462","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-23","2022","09","27.4162070268","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-24","2022","09","28.2129056643","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-25","2022","09","27.9185015255","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-26","2022","09","27.3046767259","NRSC VIC MODEL"
"Meghalaya","West Garo Hills","2022-09-27","2022","09","26.9892000041","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-01","2022","09","24.7938939426","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-02","2022","09","24.718249348","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-03","2022","09","26.1099079791","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-04","2022","09","28.0376894784","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-05","2022","09","28.5451213157","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-06","2022","09","28.3803851346","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-08","2022","09","27.4637274988","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-07","2022","09","27.0798158848","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-09","2022","09","26.0613309973","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-10","2022","09","24.9680069478","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-11","2022","09","25.0592837446","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-12","2022","09","25.2592452462","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-13","2022","09","25.3656527202","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-15","2022","09","25.998467489","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-14","2022","09","25.4602471884","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-16","2022","09","25.4563668704","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-18","2022","09","24.5083691108","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-19","2022","09","25.4840072462","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-17","2022","09","25.2454252274","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-20","2022","09","27.0673271948","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-21","2022","09","25.7965430867","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-22","2022","09","25.3450075632","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-23","2022","09","26.8756145149","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-24","2022","09","27.1211773821","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-25","2022","09","26.4266885963","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-26","2022","09","25.7793368794","NRSC VIC MODEL"
"Meghalaya","West Jaintia Hills","2022-09-27","2022","09","26.2309624771","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-01","2022","09","28.8159875332","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-02","2022","09","28.3908928748","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-03","2022","09","29.4426918398","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-04","2022","09","32.3158621866","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-05","2022","09","30.4131676247","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-06","2022","09","30.8993497083","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-08","2022","09","30.72685351","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-07","2022","09","30.5226194681","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-09","2022","09","30.7130628082","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-10","2022","09","29.1790637313","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-11","2022","09","31.1423817353","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-12","2022","09","29.9430529789","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-13","2022","09","30.2985070077","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-15","2022","09","32.5837322435","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-14","2022","09","31.716261718","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-16","2022","09","32.0018628598","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-18","2022","09","29.4162436435","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-19","2022","09","29.7942919298","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-17","2022","09","30.8387201132","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-20","2022","09","30.6430048859","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-21","2022","09","29.3826198397","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-22","2022","09","29.3698994893","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-23","2022","09","29.1630887368","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-24","2022","09","28.5486311826","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-25","2022","09","28.2413181818","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-26","2022","09","28.4479195422","NRSC VIC MODEL"
"Meghalaya","West Khasi Hills","2022-09-27","2022","09","30.2480331841","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-01","2022","09","21.5385806024","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-02","2022","09","20.7924902516","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-03","2022","09","20.1755635219","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-04","2022","09","20.5661534355","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-06","2022","09","22.1026479566","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-07","2022","09","20.8749189974","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-05","2022","09","19.8626780911","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-08","2022","09","20.5383966552","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-09","2022","09","19.8743698676","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-10","2022","09","22.9965755377","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-11","2022","09","24.6899844936","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-12","2022","09","24.0329169958","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-15","2022","09","21.5009579921","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-13","2022","09","22.8060508481","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-14","2022","09","22.2855364945","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-16","2022","09","21.3837528126","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-17","2022","09","20.9633523255","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-18","2022","09","20.4620481603","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-19","2022","09","21.3499693182","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-21","2022","09","21.8698064448","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-20","2022","09","20.5453762563","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-23","2022","09","22.1529121038","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-24","2022","09","21.3094783411","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-22","2022","09","20.8513960138","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-25","2022","09","21.7609944238","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-26","2022","09","21.4480321581","NRSC VIC MODEL"
"Mizoram","Aizawl","2022-09-27","2022","09","23.0913740642","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-01","2022","09","19.605044434","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-02","2022","09","19.0574723888","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-03","2022","09","18.7539829397","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-04","2022","09","18.4016275522","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-06","2022","09","18.8259399682","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-07","2022","09","18.4394782644","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-05","2022","09","18.7203313066","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-08","2022","09","19.1658114421","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-09","2022","09","18.573871926","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-10","2022","09","18.7061735774","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-11","2022","09","20.7070527496","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-12","2022","09","22.751841411","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-15","2022","09","20.0755773725","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-13","2022","09","21.4040822311","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-14","2022","09","20.8441241785","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-16","2022","09","20.0227786064","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-17","2022","09","19.5398315941","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-18","2022","09","19.1977090897","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-19","2022","09","18.727138551","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-21","2022","09","18.7841768432","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-20","2022","09","18.2987403085","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-23","2022","09","19.8727973516","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-24","2022","09","21.634220764","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-22","2022","09","19.0423319536","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-25","2022","09","20.0531018168","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-26","2022","09","20.2186358534","NRSC VIC MODEL"
"Mizoram","Champhai","2022-09-27","2022","09","20.1801601133","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-01","2022","09","24.620943661","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-02","2022","09","24.123316315","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-03","2022","09","23.6120540917","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-04","2022","09","23.7470078905","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-06","2022","09","25.3220961512","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-07","2022","09","24.1175412875","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-05","2022","09","23.2463899355","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-08","2022","09","23.8478407668","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-09","2022","09","23.1066638651","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-10","2022","09","26.7207607429","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-11","2022","09","28.1391106792","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-12","2022","09","27.3574438488","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-15","2022","09","25.5991639668","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-13","2022","09","26.1004249622","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-14","2022","09","26.2463670356","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-16","2022","09","24.8742798673","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-17","2022","09","24.2698949538","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-18","2022","09","23.6269124944","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-19","2022","09","24.5241868445","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-21","2022","09","24.608030142","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-20","2022","09","23.8776900592","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-23","2022","09","23.9391073383","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-24","2022","09","23.5982318058","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-22","2022","09","23.727439163","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-25","2022","09","27.1028039205","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-26","2022","09","25.4703527118","NRSC VIC MODEL"
"Mizoram","Kolasib","2022-09-27","2022","09","25.7798138437","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-01","2022","09","22.2137506043","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-02","2022","09","22.7108686069","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-03","2022","09","22.1515774662","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-04","2022","09","21.4928972593","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-06","2022","09","21.9377269527","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-07","2022","09","21.6376071537","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-05","2022","09","21.9368941395","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-08","2022","09","21.1958824924","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-09","2022","09","20.5605043151","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-10","2022","09","22.0764652731","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-11","2022","09","24.8830923027","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-12","2022","09","22.8514116488","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-15","2022","09","22.0937060351","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-13","2022","09","22.3999615294","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-14","2022","09","22.0381323218","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-16","2022","09","21.5224940002","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-17","2022","09","21.2856022782","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-18","2022","09","22.0774175714","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-19","2022","09","22.371512318","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-21","2022","09","21.1112269367","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-20","2022","09","21.8237293676","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-23","2022","09","21.5659655317","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-24","2022","09","22.9476965231","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-22","2022","09","22.0446129918","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-25","2022","09","22.2416163007","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-26","2022","09","22.7820739115","NRSC VIC MODEL"
"Mizoram","Lawngtlai","2022-09-27","2022","09","22.0394641991","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-01","2022","09","28.8683511587","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-02","2022","09","28.4771239562","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-03","2022","09","28.803941185","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-04","2022","09","28.1188318382","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-06","2022","09","27.588659337","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-07","2022","09","27.4034269468","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-05","2022","09","27.8457789159","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-08","2022","09","26.9566392535","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-09","2022","09","26.2767789729","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-10","2022","09","28.6660386252","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-11","2022","09","31.9616088959","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-12","2022","09","29.3951970667","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-15","2022","09","28.2635886387","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-13","2022","09","29.7568716108","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-14","2022","09","28.7567786828","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-16","2022","09","27.7788118603","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-17","2022","09","27.2756952361","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-18","2022","09","27.636415992","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-19","2022","09","30.5030794123","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-21","2022","09","28.2742077054","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-20","2022","09","28.6358911171","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-23","2022","09","30.0899834118","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-24","2022","09","30.5724104169","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-22","2022","09","27.6348637193","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-25","2022","09","29.5205644978","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-26","2022","09","29.6059911307","NRSC VIC MODEL"
"Mizoram","Lunglei","2022-09-27","2022","09","28.4837218306","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-01","2022","09","26.7611648501","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-02","2022","09","26.1292202634","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-03","2022","09","25.4910702631","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-04","2022","09","25.4646995738","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-06","2022","09","26.0266327054","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-07","2022","09","25.2295865261","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-05","2022","09","25.4597839782","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-08","2022","09","25.9290454324","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-09","2022","09","24.8844294181","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-10","2022","09","31.2070830622","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-11","2022","09","31.943925439","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-12","2022","09","30.6479863961","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-15","2022","09","28.6271501247","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-13","2022","09","29.5378562267","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-14","2022","09","29.3914024918","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-16","2022","09","27.569009741","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-17","2022","09","26.6224169339","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-18","2022","09","25.6836467736","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-19","2022","09","27.5329598343","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-21","2022","09","26.4376529097","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-20","2022","09","26.7543878149","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-23","2022","09","28.6104979813","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-24","2022","09","27.6058595731","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-22","2022","09","25.550991107","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-25","2022","09","27.8006181105","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-26","2022","09","27.0904087843","NRSC VIC MODEL"
"Mizoram","Mamit","2022-09-27","2022","09","27.1028395896","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-01","2022","09","17.0112865443","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-02","2022","09","17.8021234717","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-03","2022","09","17.6487497019","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-04","2022","09","16.9648801869","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-06","2022","09","17.6291987974","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-07","2022","09","17.5273586254","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-05","2022","09","17.7161070579","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-08","2022","09","16.7068106606","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-09","2022","09","16.2876416441","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-10","2022","09","16.4201003324","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-11","2022","09","19.8855475646","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-12","2022","09","17.7914539465","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-15","2022","09","17.5321361016","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-13","2022","09","17.4622833748","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-14","2022","09","17.3036305576","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-16","2022","09","17.1657468824","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-17","2022","09","17.2771103506","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-18","2022","09","17.4713639117","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-19","2022","09","17.3285774458","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-21","2022","09","16.4925632888","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-20","2022","09","17.0619082649","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-23","2022","09","17.213838547","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-24","2022","09","17.402275675","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-22","2022","09","17.1749105833","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-25","2022","09","17.0693647788","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-26","2022","09","16.8485811404","NRSC VIC MODEL"
"Mizoram","Saiha","2022-09-27","2022","09","16.8100089945","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-01","2022","09","19.1852394363","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-02","2022","09","18.7372895508","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-03","2022","09","18.4176945083","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-04","2022","09","18.4426219306","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-06","2022","09","18.384107982","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-07","2022","09","18.4955846646","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-05","2022","09","18.5069406493","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-08","2022","09","18.4478210269","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-09","2022","09","17.8475550014","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-10","2022","09","18.7316920877","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-11","2022","09","21.4498158158","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-12","2022","09","20.3687311783","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-15","2022","09","18.8755642741","NRSC VIC MODEL"
"Mizoram","Serchhip","2022-09-13","2022","09","19.8899864755","NRSC VIC MODEL"
